Date,Symbol,Name,Open
2020-01-06 00:00:00-05:00,JNJ,Johnson & Johnson,132.29043499512588
2020-01-06 00:00:00-05:00,UNH,UnitedHealth Group Incorporated,274.89629256681576
2020-01-06 00:00:00-05:00,NVO,Novo Nordisk A/S,54.194439463571
2020-01-06 00:00:00-05:00,LLY,Eli Lilly and Company,124.7980778480365
2020-01-06 00:00:00-05:00,MRK,"Merck & Co., Inc.",78.33572444425495
2020-03-03 00:00:00-05:00,JNJ,Johnson & Johnson,129.43584454963332
2020-03-03 00:00:00-05:00,UNH,UnitedHealth Group Incorporated,262.8218461122845
2020-03-03 00:00:00-05:00,NVO,Novo Nordisk A/S,59.310530112953614
2020-03-03 00:00:00-05:00,LLY,Eli Lilly and Company,127.22035212770233
2020-03-03 00:00:00-05:00,MRK,"Merck & Co., Inc.",69.89508595253345
2020-05-04 00:00:00-04:00,JNJ,Johnson & Johnson,137.54413446103007
2020-05-04 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,272.722201329751
2020-05-04 00:00:00-04:00,NVO,Novo Nordisk A/S,60.37559374154917
2020-05-04 00:00:00-04:00,LLY,Eli Lilly and Company,147.6187580497957
2020-05-04 00:00:00-04:00,MRK,"Merck & Co., Inc.",67.54624858233963
2020-07-02 00:00:00-04:00,JNJ,Johnson & Johnson,131.4967948371021
2020-07-02 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,289.3106350881128
2020-07-02 00:00:00-04:00,NVO,Novo Nordisk A/S,62.990692618256595
2020-07-02 00:00:00-04:00,LLY,Eli Lilly and Company,157.34774689170683
2020-07-02 00:00:00-04:00,MRK,"Merck & Co., Inc.",68.56310993687529
2020-09-02 00:00:00-04:00,JNJ,Johnson & Johnson,141.31238120418567
2020-09-02 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,300.92162021954937
2020-09-02 00:00:00-04:00,NVO,Novo Nordisk A/S,63.20459544158732
2020-09-02 00:00:00-04:00,LLY,Eli Lilly and Company,141.46195081868598
2020-09-02 00:00:00-04:00,MRK,"Merck & Co., Inc.",73.72039367669348
2020-11-03 00:00:00-05:00,JNJ,Johnson & Johnson,131.21931287222154
2020-11-03 00:00:00-05:00,UNH,UnitedHealth Group Incorporated,306.9081963733099
2020-11-03 00:00:00-05:00,NVO,Novo Nordisk A/S,62.97459159006008
2020-11-03 00:00:00-05:00,LLY,Eli Lilly and Company,128.78928389712686
2020-11-03 00:00:00-05:00,MRK,"Merck & Co., Inc.",68.09489353886603
2021-01-05 00:00:00-05:00,JNJ,Johnson & Johnson,147.44670168652314
2021-01-05 00:00:00-05:00,UNH,UnitedHealth Group Incorporated,338.3023579832641
2021-01-05 00:00:00-05:00,NVO,Novo Nordisk A/S,67.8718655888678
2021-01-05 00:00:00-05:00,LLY,Eli Lilly and Company,160.0120743802691
2021-01-05 00:00:00-05:00,MRK,"Merck & Co., Inc.",71.46759773755056
2021-03-02 00:00:00-05:00,JNJ,Johnson & Johnson,151.71803137832282
2021-03-02 00:00:00-05:00,UNH,UnitedHealth Group Incorporated,325.0201901712683
2021-03-02 00:00:00-05:00,NVO,Novo Nordisk A/S,69.8077774733906
2021-03-02 00:00:00-05:00,LLY,Eli Lilly and Company,203.18726444439196
2021-03-02 00:00:00-05:00,MRK,"Merck & Co., Inc.",64.53081137959873
2021-05-04 00:00:00-04:00,JNJ,Johnson & Johnson,156.51325618535648
2021-05-04 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,394.7982025315014
2021-05-04 00:00:00-04:00,NVO,Novo Nordisk A/S,72.0773522152448
2021-05-04 00:00:00-04:00,LLY,Eli Lilly and Company,182.4104113772055
2021-05-04 00:00:00-04:00,MRK,"Merck & Co., Inc.",67.99340402390828
2021-07-02 00:00:00-04:00,JNJ,Johnson & Johnson,158.62670437575147
2021-07-02 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,395.8630072895767
2021-07-02 00:00:00-04:00,NVO,Novo Nordisk A/S,81.56454723629916
2021-07-02 00:00:00-04:00,LLY,Eli Lilly and Company,226.63432006308852
2021-07-02 00:00:00-04:00,MRK,"Merck & Co., Inc.",73.7211158630369
2021-09-02 00:00:00-04:00,JNJ,Johnson & Johnson,167.56604554487055
2021-09-02 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,409.61254888996405
2021-09-02 00:00:00-04:00,NVO,Novo Nordisk A/S,99.0930566507214
2021-09-02 00:00:00-04:00,LLY,Eli Lilly and Company,252.30115538312975
2021-09-02 00:00:00-04:00,MRK,"Merck & Co., Inc.",72.24744734683088
2021-11-02 00:00:00-04:00,JNJ,Johnson & Johnson,157.33947246449608
2021-11-02 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,447.43257523582366
2021-11-02 00:00:00-04:00,NVO,Novo Nordisk A/S,107.66437810261209
2021-11-02 00:00:00-04:00,LLY,Eli Lilly and Company,246.2634263676859
2021-11-02 00:00:00-04:00,MRK,"Merck & Co., Inc.",84.09412258426141
2022-01-04 00:00:00-05:00,JNJ,Johnson & Johnson,165.49042793361187
2022-01-04 00:00:00-05:00,UNH,UnitedHealth Group Incorporated,495.0738590419214
2022-01-04 00:00:00-05:00,NVO,Novo Nordisk A/S,101.5168797411298
2022-01-04 00:00:00-05:00,LLY,Eli Lilly and Company,264.5171845958345
2022-01-04 00:00:00-05:00,MRK,"Merck & Co., Inc.",73.50951346331873
2022-03-02 00:00:00-05:00,JNJ,Johnson & Johnson,160.0779674876401
2022-03-02 00:00:00-05:00,UNH,UnitedHealth Group Incorporated,470.4677044814356
2022-03-02 00:00:00-05:00,NVO,Novo Nordisk A/S,100.35383637131135
2022-03-02 00:00:00-05:00,LLY,Eli Lilly and Company,246.74159452232857
2022-03-02 00:00:00-05:00,MRK,"Merck & Co., Inc.",73.42290666045345
2022-05-03 00:00:00-04:00,JNJ,Johnson & Johnson,174.08879562186348
2022-05-03 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,494.49627705645185
2022-05-03 00:00:00-04:00,NVO,Novo Nordisk A/S,111.71707460300871
2022-05-03 00:00:00-04:00,LLY,Eli Lilly and Company,285.00492954931553
2022-05-03 00:00:00-04:00,MRK,"Merck & Co., Inc.",84.44336004549612
2022-07-05 00:00:00-04:00,JNJ,Johnson & Johnson,175.23688389874735
2022-07-05 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,502.70647252441165
2022-07-05 00:00:00-04:00,NVO,Novo Nordisk A/S,106.92158447939896
2022-07-05 00:00:00-04:00,LLY,Eli Lilly and Company,319.4631938088018
2022-07-05 00:00:00-04:00,MRK,"Merck & Co., Inc.",90.46820190656285
2022-09-02 00:00:00-04:00,JNJ,Johnson & Johnson,163.61949007308314
2022-09-02 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,524.4727782922475
2022-09-02 00:00:00-04:00,NVO,Novo Nordisk A/S,102.91537610776821
2022-09-02 00:00:00-04:00,LLY,Eli Lilly and Company,308.2500442151044
2022-09-02 00:00:00-04:00,MRK,"Merck & Co., Inc.",85.37912927320708
2022-11-02 00:00:00-04:00,JNJ,Johnson & Johnson,170.55452240291606
2022-11-02 00:00:00-04:00,UNH,UnitedHealth Group Incorporated,540.8107207716673
2022-11-02 00:00:00-04:00,NVO,Novo Nordisk A/S,110.69306261050258
2022-11-02 00:00:00-04:00,LLY,Eli Lilly and Company,352.03586496605215
2022-11-02 00:00:00-04:00,MRK,"Merck & Co., Inc.",98.3106198877432
2023-01-04 00:00:00-05:00,JNJ,Johnson & Johnson,177.61253840290152
2023-01-04 00:00:00-05:00,UNH,UnitedHealth Group Incorporated,516.7993027994961
2023-01-04 00:00:00-05:00,NVO,Novo Nordisk A/S,137.5578067512279
2023-01-04 00:00:00-05:00,LLY,Eli Lilly and Company,363.46408880959194
2023-01-04 00:00:00-05:00,MRK,"Merck & Co., Inc.",111.5445008027442
2023-03-02 00:00:00-05:00,JNJ,Johnson & Johnson,151.75
2023-03-02 00:00:00-05:00,UNH,UnitedHealth Group Incorporated,473.52342472946617
2023-03-02 00:00:00-05:00,NVO,Novo Nordisk A/S,140.97046524252193
2023-03-02 00:00:00-05:00,LLY,Eli Lilly and Company,311.7900085449219
2023-03-02 00:00:00-05:00,MRK,"Merck & Co., Inc.",105.89378275742475
